"","substanceBXH","moduleColor","GS.weight","p.GS.weight","MM.green","p.MM.green","MM.purple","p.MM.purple","MM.magenta","p.MM.magenta","MM.black","p.MM.black","MM.red","p.MM.red","MM.blue","p.MM.blue","MM.grey","p.MM.grey","MM.yellow","p.MM.yellow","MM.brown","p.MM.brown","MM.pink","p.MM.pink","MM.turquoise","p.MM.turquoise"
"SPHK2","SPHK2","purple",-0.109652866092599,0.524370865050901,0.00286303679077878,0.986778078294037,0.369467494406479,0.0265753121681491,0.0373805257419403,0.828642213157108,-0.172685732601821,0.313867468338286,0.0750591070076716,0.663507628070143,0.239730939020243,0.159055622309268,-0.0783485790396861,0.649684564359266,-0.200810805113637,0.24025395888591,-0.1289539780477,0.453522280799936,0.0691321775073831,0.688689445916172,0.0904481380429909,0.599851705444222
"CTSV","CTSV","purple",-0.0955181031450913,0.579474636696099,0.137146933185114,0.425090883932048,0.416844180041649,0.0114356185092028,0.0436009987552077,0.800659685821575,-0.258994836061708,0.127187582763208,-0.0290924500173987,0.866245136955657,-0.135700047712585,0.430038279370424,-0.240776374689852,0.157190743267111,0.147439818069591,0.390824938564919,-0.117757230806483,0.493978979409292,-0.047596671168507,0.782811065472657,0.0790743231413535,0.646650077238863
"EDNRB","EDNRB","red",-0.537608224816099,0.00072133565172172,-0.32915106900469,0.0499704801353971,0.356722775245413,0.0327102994341009,-0.443786788031065,0.00670435075328682,0.257911851795885,0.12884228258067,0.65434152166927,1.49945836058664e-05,0.362637504112126,0.0297328695309887,-0.102607082005473,0.551515587032803,-0.35908886961655,0.0314912382973532,-0.163281019084485,0.341341605282876,0.296323323282472,0.0792855383017445,0.1826995339381,0.286188970009122
"HGF","HGF","red",-0.423839115363969,0.00999517522942759,-0.365696630111316,0.0282825099806022,0.0806404576575898,0.640120887339352,-0.43625667391034,0.00781655417631744,0.29594230566073,0.0796907439288698,0.478888074078642,0.0031292335573729,0.270596439917165,0.110439489679589,-0.243755555383173,0.151963287799947,-0.087583577483687,0.611499973051626,0.053343356244754,0.75733315314335,0.0749527224478561,0.663956541073401,0.0807414707583834,0.639700670819942
"POLR2A","POLR2A","red",-0.386512144865279,0.0198833238136583,-0.169752445135706,0.322283103299091,0.0701351096069063,0.684404133423499,-0.517339816869855,0.00123321762946124,0.753455978822367,1.13657897114717e-07,0.684218387291601,4.20099006600412e-06,0.692678097717779,2.85147713801118e-06,-0.222512185654341,0.192104128214885,-0.207059890904724,0.225627663518713,-0.47234001198697,0.0036290724011813,0.488433558784442,0.00250813323723888,0.576122121280162,0.000236004604769794
"PLD1","PLD1","red",-0.380339491998297,0.0221226932142279,-0.514839692738802,0.00131456297072383,0.33564734443547,0.0453610704275072,-0.387989078583195,0.0193764976762175,0.39807968203607,0.016194272163904,0.699343899570687,2.08185228380366e-06,0.305363118749478,0.07013301144784,0.0177503623325901,0.918160212511747,-0.114647060615499,0.505534783761519,-0.0189550648100282,0.912626396246254,-0.0753092497947085,0.662452550360117,0.036703791640757,0.831699691721493
"SNAI2","SNAI2","red",-0.375897651402996,0.0238605330702267,-0.272015426930362,0.108511113688897,0.254640939495703,0.133936894808053,-0.484787204908062,0.0027313553153601,0.379295169223473,0.0225215196379899,0.712407523036248,1.09591216924759e-06,0.638903094422127,2.74476914695291e-05,-0.149709086820335,0.38349222269341,-0.292296860228735,0.0836493422037562,-0.352380351986605,0.0350479182227308,0.076303154969776,0.658266691228545,0.411733954926484,0.0125959073379734
"SRGN","SRGN","red",-0.367227945296176,0.0275786619240152,-0.313932093820701,0.0622421811425561,0.13412788187923,0.4354500602775,-0.502551647970909,0.0017869756339785,0.398311702530676,0.0161266038759554,0.645231607444518,2.15094868792234e-05,0.681236534556212,4.8012729986996e-06,-0.0649577351185186,0.706627333355993,-0.427944707887007,0.00922389154252769,-0.370126975304408,0.0262856609316629,0.188540146061,0.270796485232627,0.440205068074282,0.00721515995123059
"NQO1","NQO1","red",-0.367163332300741,0.0276080660700547,-0.360256180371601,0.0309036683201313,0.268927317240007,0.112740750375957,-0.462413383767422,0.00451871535502858,0.525225470538639,0.0010049451939455,0.702465256547553,1.791466307082e-06,0.580850129938341,0.000203773052172746,-0.0532508501616333,0.75774136955308,-0.287970897020367,0.0885422826315088,-0.234980315124655,0.167731510924067,0.0991336977911242,0.565135377768791,0.313096163292058,0.0629796088904057
"CXCL10","CXCL10","red",-0.342118167722542,0.0411162245925998,-0.314919382884177,0.0613800340912083,0.156126120576001,0.363196855427126,-0.272611555495311,0.107708618991361,0.342975011934227,0.0405790697257665,0.379368426803958,0.0224933493598833,0.258537859669813,0.127883863826853,-0.2157578180095,0.206298941321661,0.0230016462948776,0.89406943648435,0.0402186152275667,0.815847229239147,-0.0589518794727898,0.732708063290711,-0.0226645382043959,0.895613382434569
"SUPV3L1","SUPV3L1","red",-0.335991182087952,0.0451269798523351,-0.344304551369765,0.0397568402619448,0.103490371777982,0.548076791896388,-0.563837734705738,0.000342101329868015,0.487906746061616,0.00253936495227914,0.785696053740973,1.37656483455689e-08,0.545436320691324,0.000581052346558737,-0.00853611468254663,0.960592568557945,-0.194815573211725,0.254873412956757,-0.355250108232032,0.0334883391068964,0.180306152050022,0.292656371965212,0.259531548915767,0.126373411443245
"SPHK1","SPHK1","red",0.323889910670488,0.053972026900298,0.285982296231508,0.0908641072763206,-0.0769073744399783,0.655726985069088,0.464437667579077,0.00432337590226843,-0.226700584484418,0.183654436589877,-0.544730025720268,0.000592629968834282,-0.407789131930933,0.0135582715594263,0.172581498692078,0.314164128377746,-0.155398263700947,0.365466015023567,0.314616992531643,0.0616430863137592,0.0843630659800136,0.624708526188781,-0.152382560290603,0.374957467873965
"ITGA1","ITGA1","red",-0.321481983025283,0.0558866734146388,-0.19396696325128,0.25698947010596,0.182881336671063,0.285701501050785,-0.561470120582534,0.000366867989049213,0.572220096766106,0.000265965203299316,0.822588639105082,7.5269875314385e-10,0.774708306952587,2.93753042269292e-08,-0.0765851209805282,0.657081037093214,-0.188683232959701,0.270426327855658,-0.51015929790371,0.00147963012955449,0.23260440812437,0.172195627070548,0.655864394694264,1.4100387474935e-05
"ELAVL1","ELAVL1","red",-0.320249535945482,0.0568873327807189,-0.261719857432287,0.123093917555548,0.141915282080403,0.409012922281957,-0.465024178713055,0.00426816246033732,0.161377160181359,0.347076978041816,0.788309704588567,1.14202600959969e-08,0.397524706297541,0.0163570966834643,0.00215344348614618,0.990054894926401,-0.174458170550589,0.308849893416656,-0.273682267136386,0.106278531009348,0.229609647829184,0.1779426077218,0.17120952081477,0.318085320535782
"TLR4","TLR4","red",-0.31726657375317,0.0593682495827368,-0.253879509006174,0.135143920766122,0.285782816893499,0.0910995686877051,-0.44665986324692,0.00631734058919223,0.225137111915886,0.186777273197144,0.599960177074321,0.000109927847760006,0.332080098573876,0.0478478388988581,-0.144336911637508,0.400981916342677,-0.0349829400316528,0.839485349933952,-0.281821002069718,0.0958737149517218,0.00608967603998475,0.971881319450776,0.152164178144004,0.375650391517919
"OLR1","OLR1","red",-0.310208978759732,0.0655797519275489,-0.145358240720401,0.397622132656228,0.184347544860423,0.281789747853859,-0.270926998282176,0.10998797466457,0.225581276741564,0.185886327113164,0.461851757607964,0.00457424534469473,0.17594724552225,0.304673866449438,-0.175647449099719,0.305511736807215,-0.13897703903955,0.418878858084023,0.00655959645058571,0.969712452765085,0.377961279433177,0.0230395920076267,0.0448269465128877,0.795172361607482
"NBR1","NBR1","red",-0.295666760849632,0.079984781268319,-0.3724433850544,0.0252888348664102,0.120118925479211,0.485295209841772,-0.602325993120344,0.000101562095478299,0.444434138788898,0.00661542022923295,0.806243771908055,2.94309774527456e-09,0.454520771382576,0.00535503093869882,0.00697731516194526,0.967784696491367,-0.159029630079223,0.354229003734835,-0.233645114087578,0.17022990142987,0.119394913945507,0.487948922788583,0.3467409451454,0.0382851524240944
"IFIH1","IFIH1","red",-0.290584478386092,0.0855605215705616,-0.387210211721956,0.0196424142851757,0.0251353373943401,0.884306306076894,-0.430480630023809,0.00877329502463493,0.357390853821199,0.0323622465552036,0.482591885768221,0.00287394145968825,0.296597390968509,0.0789950627336375,-0.0896641864620766,0.603029977062911,0.169321186212363,0.323532134329411,-0.103176018501926,0.549299461230611,-0.0247113765054114,0.886244934749609,-0.0474328989593526,0.783540558765343
"RUNX2","RUNX2","red",-0.264311640834778,0.119292355780796,-0.289236841606065,0.0870881702999094,0.179388776905602,0.295159952322442,-0.328293281781093,0.0506061786705548,0.381031011392705,0.0218618436854034,0.706588413405826,1.46470936569393e-06,0.393245456966509,0.0176592990312188,0.147368484448823,0.391056750074263,-0.194334040397687,0.25607271764645,-0.0545761507018508,0.751899214344338,0.134486035899418,0.434213917029572,0.205982954548541,0.228103949555509
"RASSF6","RASSF6","red",-0.256404686960337,0.131171601571712,-0.142465281394866,0.40718094753431,0.207876481619571,0.223762273523775,-0.209136503884797,0.220904638755882,0.1747140419524,0.308129757398905,0.444384405259759,0.00662221633359579,0.141763796477337,0.409518322292143,0.0373620774594975,0.828725529677618,-0.0950302897529808,0.581421688861947,-0.122646856804622,0.476088443003279,0.443168809997565,0.00679020130040292,0.0754517698308366,0.661851700687054
"TOPBP1","TOPBP1","red",-0.253866223604457,0.135165051897055,-0.431350905849434,0.00862305119160391,0.0225214587998094,0.896268796745314,-0.350057296362232,0.0363533090823672,0.277272804812224,0.101587668951566,0.5713562915573,0.000273040647576576,0.096959797323131,0.573737430043602,-0.279821777009636,0.0983543199161845,0.162605075883441,0.343371212818358,0.109453979750656,0.525128027321319,-0.0738087872072179,0.668790878715819,-0.178684316853402,0.297091744784756
"FOXO6","FOXO6","red",0.253469719421784,0.135796835396738,0.343408664211881,0.0403093864575501,-0.0920149206498747,0.593521514441698,0.276970108058235,0.101976942646759,-0.29916343813854,0.0763153294086614,-0.445704673067823,0.00644381974808326,-0.0123813581582549,0.942865300171779,0.058631918776897,0.734106115782685,-0.316254805771431,0.060228934690498,-0.0600462238290585,0.727932803751598,0.0851005273639706,0.621673533786048,0.0788873116601208,0.647431477010442
"USP38","USP38","red",-0.25215930029865,0.137900329223891,-0.374514359296842,0.0244242736451634,0.0893059277672439,0.60448482301802,-0.634095843742543,3.29122498658961e-05,0.461154325948859,0.00464402334066089,0.785769140623679,1.36944144049093e-08,0.534840875718337,0.000777675934425125,-0.303335268298932,0.0721103937623322,-0.117944535610307,0.493287388001574,-0.342172615598178,0.0410819210196175,-0.0634678852137728,0.713067799099712,0.388276550851673,0.0192791122948118
"BTRC","BTRC","red",-0.25129696072339,0.139297586327159,-0.332595955808399,0.047481609103075,0.0483802437085437,0.77932331884444,-0.544753498389341,0.000592241936125765,0.317396136512874,0.059258741389146,0.742183957987553,2.20801670903442e-07,0.382840013505232,0.0211915271218556,0.0222027067496707,0.897729170118625,0.0105085874411131,0.951496257544845,-0.307384858339491,0.0682041382043726,0.0798883121957223,0.643253287282062,0.140147739397717,0.414931996039795
"MMP15","MMP15","red",0.250967728713865,0.139833780337338,0.361573017442477,0.0302516511516399,-0.0394600070704211,0.819262823501065,0.31414404285261,0.0620562956357999,-0.219680137020609,0.197969956612551,-0.560946144515845,0.000372560594084607,-0.293578923192257,0.0822401782706298,0.260310225567512,0.125199089968914,-0.308432320140481,0.0672213046919879,0.0709194967086073,0.681059358184162,0.150167230317297,0.38202164410784,-0.0560776948640489,0.74529653121399
"SLC39A9","SLC39A9","red",-0.244725358761806,0.150289200176939,-0.0963446643631452,0.576182199563935,0.0832784960341042,0.629183085132975,-0.52148232045686,0.00110817113004482,0.290112658303338,0.0860929942744471,0.777515725524578,2.43016377304355e-08,0.63302137127233,3.42609990735727e-05,-0.185480133024985,0.278791942951771,-0.0964343995826164,0.575825265739895,-0.492356796007088,0.00228590953116198,0.413547128289374,0.0121733283273649,0.447911722478312,0.00615481253283482
"TMPRSS4","TMPRSS4","red",-0.239828668839469,0.158880614630895,-0.348185672574227,0.0374335693931277,0.138619131920063,0.42008969146162,-0.344121972479249,0.0398689465974257,0.262761125965371,0.121555901124871,0.546078208661499,0.000570705251348781,0.133700716441619,0.436926923589552,0.0091729996007245,0.957654901684389,-0.373743934929538,0.0247429975624536,0.00391723987640432,0.981910304194014,0.322550692742306,0.0550303357776345,0.0190513382808502,0.912184333946778
"FDXR","FDXR","red",0.23716782924564,0.163695319842281,0.149236818275568,0.385011600536433,0.0650527492958701,0.706217271107534,0.745733195407986,1.79804400952092e-07,-0.622539856685213,5.02997091150808e-05,-0.732974701538252,3.70608495641437e-07,-0.676477556196623,5.92327435365179e-06,0.215898738158472,0.205995556106156,0.00209696976654018,0.990315691358475,0.534942917123346,0.000775531215653322,-0.218521919572505,0.200404569610213,-0.621972644390476,5.13355799846956e-05
"BARD1","BARD1","red",-0.235701427427089,0.166393176059501,-0.329966609168477,0.0493720343179209,-0.11939823958633,0.487936716279399,-0.410723215534035,0.0128368062100708,0.304153652791891,0.0713071947984787,0.562442364410003,0.000356510515079362,0.403568243918793,0.0146559343089547,-0.212361846838983,0.213703973122497,-0.0632648729632128,0.713946925958138,-0.232846224712844,0.171737434865222,0.0776531555382567,0.652597492264687,0.170478278602322,0.320187707359686
"PRKCA","PRKCA","red",-0.232898159687383,0.171639142657628,-0.0431363929406252,0.802741727472778,0.235219937126643,0.167285935280501,-0.273483089893399,0.106543466264029,0.269412669045018,0.112067894354922,0.725808187358483,5.46665159367299e-07,0.449057883516116,0.00600917230421605,-0.147881717516543,0.389390683825258,-0.0742524134478884,0.666914517668231,-0.302184841821169,0.0732514165497888,0.337275139635863,0.0442614218348156,0.473981945459205,0.00349763836489422
"BCL2L11","BCL2L11","red",-0.232440622668017,0.172506462179351,-0.427642817184013,0.00927882359600353,0.0261191090144209,0.879810420176733,-0.432646405565951,0.00840346624144766,0.393663850313821,0.0175282693174036,0.527365072296785,0.000949839241431903,0.270284551479391,0.110866783652344,-0.56685329254276,0.000312723095350377,-0.0746472262221679,0.665246289416441,0.0322916374530434,0.851691491955826,0.0373557255638262,0.828754216668147,0.108114937487328,0.530239644841542
"ATR","ATR","red",-0.222150876192147,0.192845612764121,-0.335180724405409,0.0456803153835111,-0.0489061020738673,0.776985052160455,-0.602769505823531,0.000100059193672825,0.62963746706443,3.88423679276983e-05,0.812187108114732,1.82015121135229e-09,0.634542454179136,3.23659329748175e-05,-0.362084941565401,0.0300012436955317,-0.141777841325275,0.409471449681694,-0.388130293553034,0.0193286079085232,0.254140109099734,0.134729915314757,0.44775601258382,0.00617483045104507
"SULF1","SULF1","red",-0.219151660450793,0.199078256617941,-0.298749514185526,0.0767427355008883,0.0130595039332943,0.93974148754627,-0.212900590089713,0.212517167671684,0.132277188433182,0.441868403218954,0.381119001409068,0.0218288367924447,0.0921274164119597,0.593068129826829,-0.0294230690144408,0.864739002925116,0.0794216434257626,0.645199838432662,0.108736837475848,0.527862625013832,-0.070492588800642,0.68287903649045,0.0407001326191567,0.813680950196735
"FN1","FN1","red",-0.211426498651066,0.215775296656706,-0.164853019582384,0.336649905798964,0.0507712151255556,0.768707372590036,-0.348945853306433,0.0369917059753088,0.321806059675276,0.0556258845827726,0.579715512572987,0.000211125248268134,0.300873107207412,0.0745695839993561,0.00897103426802484,0.958586420284326,-0.0773463259003412,0.653884326600445,-0.165684841770721,0.334183406452131,0.228530560636093,0.180046426499446,0.271094203729669,0.109760117202609
"CSNK2A1","CSNK2A1","red",-0.209797591903901,0.219415379486989,-0.186892166213264,0.275083612351294,-0.000111379179561943,0.999485612242351,-0.572158913024917,0.000266460909040677,0.778092574642544,2.33651792328221e-08,0.718348770866281,8.09040536917706e-07,0.762139903071516,6.64963874363942e-08,-0.131207167286626,0.445602778664303,-0.161712268017266,0.346063242566017,-0.551568219678816,0.000488682318227633,0.196594918205494,0.250474178562372,0.604773422289275,9.35152843911501e-05
"TBXAS1","TBXAS1","red",-0.205212547326032,0.229886711712368,-0.181257806029944,0.290073676906551,-0.00787515678856776,0.96364181334425,-0.0439637096651112,0.799035205500396,-0.0727990945588037,0.67306883139997,0.393635045012692,0.017537264215608,0.173464863997345,0.31165556064972,-0.0765291987463764,0.657316122105993,-0.182945528349971,0.285529511555046,0.0930958982241408,0.589171204293502,0.195431830527834,0.25334401418345,-0.0547740976675543,0.751027785177855
"IFT57","IFT57","red",-0.199118870749806,0.24432131411407,-0.0775346865630532,0.653094230843451,0.0592170848117528,0.731549903086762,-0.433372532045229,0.00828249030345598,0.443809948765871,0.00670115141725003,0.773695961220151,3.14333137766898e-08,0.623632480074346,4.83574107520899e-05,0.200902285810884,0.240035348834684,-0.0265254859509348,0.87795432851298,-0.456173293572657,0.00516966470751538,0.390966367796664,0.0183875262903672,0.402018882331082,0.0150771837276213
"AP5M1","AP5M1","red",-0.197510153533751,0.248231200683306,-0.121580770995141,0.479959953327211,-0.0846379875579805,0.623576383181944,-0.713154656308348,1.05531061591109e-06,0.690453506140038,3.16129411347841e-06,0.725887607974199,5.44351359917878e-07,0.695643834304544,2.48161069796255e-06,-0.317697695316665,0.0590044796458859,0.0225125356818727,0.896309673769834,-0.692204119799685,2.91505721348673e-06,0.318871261177815,0.0580231987224762,0.658076692231427,1.28876186710261e-05
"FBXO7","FBXO7","red",-0.194709050743211,0.255138395697002,0.00382100492680901,0.982354644216047,0.160397692292966,0.350050301132523,-0.455545594751642,0.00523941220554731,0.526026860529385,0.000983982958296071,0.582505109661826,0.000193460199767985,0.673844976409148,6.64212228303937e-06,-0.218082011978637,0.20133471661641,-0.255504561277021,0.132577533470922,-0.54022527908033,0.000671415724720593,0.319140570970845,0.05779985167457,0.6994126418334,2.07501824434586e-06
"IFI6","IFI6","red",-0.189692305718447,0.267825325230945,-0.209186184113912,0.220792482233925,-0.0736279455303023,0.669556334493807,-0.427695877457145,0.00926914860891925,0.302508576039647,0.072928912177863,0.588453284816094,0.000160145425130112,0.290617685528932,0.0855231416051195,0.237634849183159,0.162842753693078,-0.111114806773503,0.51882169107127,-0.311373093942314,0.0645213890734651,0.182221053085378,0.287474487358681,0.150591575270047,0.380662505592138
"HYOU1","HYOU1","red",-0.188826346021054,0.270056434338684,0.0352572219047124,0.838243389580837,0.0240455301099719,0.889290932157639,-0.377957952539472,0.0230408963953235,0.330128477035727,0.0492539408928195,0.706785332375369,1.4505663813335e-06,0.365616051111963,0.0283199524930037,-0.130260223343684,0.448921887769439,-0.00320380940949841,0.985204503745143,-0.319036531829417,0.0578860535693537,0.536980980275047,0.000733778327789424,0.429269395344134,0.00898611452474783
"JADE1","JADE1","red",-0.186911431614855,0.275033240337065,-0.000989114939204408,0.995431947007305,0.0971581795602271,0.572949986998173,-0.345879387510188,0.0388004311101805,0.296278569475106,0.0793330501045333,0.714309201867,9.95276524014389e-07,0.400428320235881,0.0155201793680539,0.147959712448696,0.389137856839434,-0.220174292605848,0.196937539557837,-0.375733153655846,0.0239270019106253,0.565267078178635,0.000327882559816146,0.358157767355266,0.0319664440425881
"ETS1","ETS1","red",-0.185757190026068,0.278061777625257,-0.19325070344043,0.258784542007495,-0.0268159964305774,0.876627839006792,-0.20946208761974,0.22017032075909,0.0558233619388428,0.746413657821511,0.332133149131167,0.0478100717169167,0.0395866525757778,0.818692379016081,0.181552018224493,0.289278188576208,0.0488470341776792,0.777247605998256,0.163485447295658,0.340729230505561,-0.0473429821269062,0.783941154150444,0.0112553842806412,0.948053821432114
"MYD88","MYD88","red",-0.182234834449974,0.287437409499728,-0.149488664337022,0.384200926911386,0.0500099915807084,0.772082823858156,-0.310070510457238,0.0657065454238547,0.129927645782004,0.450090767961283,0.582156549089222,0.000195592467748256,0.106982617898011,0.534580874733047,-0.133548374913745,0.437454288252921,-0.0557226221193187,0.746856286211349,-0.134479281117383,0.43423721275004,0.324979655568645,0.0531228871617698,0.176211231519636,0.303937286307618
"SSTR2","SSTR2","red",-0.174380963395027,0.309067397244737,-0.173526558467719,0.311480834152871,0.0709168345310037,0.681070700134205,-0.288283650320736,0.088181316275075,0.0832414039429881,0.629336345628046,0.434131587946423,0.00815762151881278,0.138179914525689,0.421578285567222,-0.279710081269403,0.098494340071163,-0.0744300201467324,0.666163869224492,0.00644723453419134,0.970231028116922,0.225340950341728,0.186368022319926,0.102149186634503,0.553302226923895
"FCGR3A","FCGR3A","red",-0.170240760458655,0.320872455790905,-0.302833531501525,0.0726063080546482,-0.0125960535809971,0.941876233569267,-0.207431787742422,0.224776805471978,0.0156440425429576,0.927844570854629,0.387861467765976,0.0194198590146726,0.145403603987193,0.397473281772983,-0.119993606116915,0.485754006978067,-0.211852667294873,0.214829842686968,0.164167405908776,0.338691254600091,0.139289785331257,0.41782241558093,-0.12071366896866,0.483120898758017
"STEAP4","STEAP4","red",-0.16627082038915,0.332452575780903,-0.198538546718026,0.245726964942135,0.136954039843295,0.425748611509315,-0.311518588479048,0.0643900636500631,0.191174272926685,0.264035242608381,0.467717727664224,0.00402236132761368,0.51175835478377,0.00142129385830826,-0.0125388898278199,0.942139569303441,-0.194251673240527,0.25627823547177,-0.244890459709167,0.150005543787918,-0.117298864285057,0.495673508165165,0.284344791022012,0.0928108724856441
"LATS1","LATS1","red",-0.163383136567967,0.341035623273119,-0.395537832667129,0.0169513290829218,-0.0695442264992739,0.686927685201177,-0.442085953250608,0.00694290859512674,0.460287492355626,0.00473203080952799,0.555968884061112,0.000430693093463432,0.469950508073411,0.00382800128007837,-0.46569215267045,0.00420602461289723,-0.0246865547162443,0.886358456594993,-0.0755044993073285,0.661629451362136,-0.0753485789005876,0.662286722182204,0.244030161652839,0.151487888913857
"TGFBR1","TGFBR1","red",-0.162271090398286,0.344376759524,-0.0276830316594946,0.87267088164259,-0.0975561218620426,0.571371904206235,-0.455843358594755,0.00520622530820758,0.53759782103924,0.000721540496564147,0.727917563487939,4.88181287199021e-07,0.588876788587101,0.000157982737941975,-0.0142444080742975,0.934285493927781,-0.0394557667553344,0.819281924571881,-0.47495676417254,0.00342157829463877,0.450207679869844,0.00586605806329087,0.552545662783541,0.000475233776918976
"TBK1","TBK1","red",-0.151280608400184,0.37846164724795,-0.087155749196388,0.613247846023407,-0.0184256903039869,0.915057601809949,-0.530382606480508,0.000876664919583806,0.440247027660641,0.00720898815760999,0.628036385589095,4.11975457129026e-05,0.421460337439478,0.0104666520497305,-0.205585432614903,0.229022657700933,0.23059806242228,0.176030955067031,-0.472993652195805,0.00357624474653937,0.0901105093808634,0.601219621233051,0.482728560034048,0.00286487884260845
"WWOX","WWOX","red",-0.151023621564427,0.379281618997723,-0.122102304490676,0.478063949239346,0.192937516197225,0.259572044812273,-0.121781695885012,0.479229039427496,-0.0311469642094278,0.856893520336763,0.525693294634426,0.000992660744875832,0.126390762974161,0.462622897634004,0.337671355797364,0.0439970376383783,-0.0519701335414616,0.763399579476826,-0.0982863985414164,0.568481063732088,0.169660531788279,0.322549054471759,-0.0672203461061505,0.69688468213915
"DFFB","DFFB","red",0.14988322796654,0.382932863611904,0.0284819305706802,0.869027572602517,0.0569144964509096,0.741624601706281,0.282264770429653,0.0953296383248395,-0.169730621170851,0.322346238543782,-0.356598104722858,0.0327755874026534,-0.114194929073071,0.507225913504689,-0.0471401914680788,0.784844823021162,-0.15265666378144,0.374088809742315,0.0341248307892525,0.843373359180228,-0.00475848207900857,0.978026328307063,-0.035855716169413,0.835534720952456
"GPR160","GPR160","red",-0.148488565466416,0.387426054616636,-0.0599490076140853,0.728356609495573,0.147029971056306,0.392157897240539,-0.448158806167619,0.00612316218163696,0.410415476649732,0.0129109208330351,0.631677840863554,3.60178650846442e-05,0.525396834431718,0.0010004299024958,-0.0361163415099742,0.834355761505765,-0.308972384379917,0.0667189298798019,-0.431992937567791,0.00851362361734534,0.425729999305386,0.00963339781426312,0.511315711615645,0.00143723607995897
"BMPR2","BMPR2","red",-0.143619382349747,0.403352020549665,-0.051221319906493,0.766713462076837,0.00941318596486605,0.956547169369349,-0.425542445469242,0.00966877676614491,0.422499448508704,0.0102584259249144,0.805598537953008,3.09764922070285e-09,0.645021491056313,2.16862178197336e-05,0.248860605025782,0.143301451143074,-0.177364396230047,0.300732956521963,-0.370894551960022,0.0259518181147644,0.256292281318833,0.13134656535359,0.576764138016714,0.000231375696357386
"SP1","SP1","red",-0.141132079449301,0.41162973449126,-0.0740987179573143,0.667564363407161,0.0590538360353791,0.73226274677446,-0.489330823565991,0.00245571118774054,0.616185932279348,6.30606713510036e-05,0.728132837568871,4.8254828336019e-07,0.640898342757761,2.54321215576678e-05,-0.0322695934488223,0.851791614649579,-0.199988899460974,0.242224064430464,-0.442634862242506,0.00686513598981298,0.274273371386301,0.105495211169613,0.626900289787908,4.29463297953263e-05
"PRKAA1","PRKAA1","red",-0.126179965164701,0.463375631646079,-0.11389453560183,0.508351056917339,-0.101874808218641,0.554374107163458,-0.575801479224446,0.000238347317596398,0.461898691573005,0.00456958233208478,0.530399515275309,0.000876269352903691,0.539054910496923,0.000693348280177165,-0.239236381865847,0.15994337691714,0.130898493697574,0.446683232720064,-0.541985738507336,0.000639583637748911,0.205494044554226,0.229234218624625,0.522975377136262,0.00106592576574627
"REM2","REM2","red",0.117498288188563,0.494935896740105,-0.0803428447958366,0.641359603403688,-0.262882444989822,0.121377643349479,-0.231883830994957,0.173566148500918,-0.0396096423824621,0.818588836733728,0.359513494282773,0.031276452209684,-0.0881780657972671,0.609074724079141,-0.338197154561979,0.0436481536984782,0.0328130159618861,0.849324087409699,0.0820583139499287,0.634232716018665,-0.0398912894625611,0.817320590714919,0.129111980928022,0.452964472396309
"STK39","STK39","red",-0.109936854481402,0.523290645341226,0.0714327139285872,0.67887413489694,-0.0141233140125435,0.934842950937122,-0.136822326946763,0.426198051770195,0.295608192389961,0.0800473887623015,0.614062186447832,6.79369452576114e-05,0.441018770807072,0.00709627722208099,0.00279707531840769,0.987082672279122,-0.05084479404151,0.768381326457859,-0.12900544992619,0.453340525456668,0.392587420359333,0.0178670363928265,0.354836306535822,0.0337096585226492
"PTPRC","PTPRC","red",-0.108129738587902,0.530183011969135,-0.0892045677844955,0.604896706690504,-0.116531198214963,0.498518105724967,-0.121423690547052,0.480531776351914,0.13778087714493,0.422933259533481,0.486609387799996,0.00261772955438298,0.219023878676839,0.199346884284292,0.233747411029891,0.170037549574422,0.145530769659254,0.397056183037982,0.171939492721594,0.315995222565389,0.0840179757441954,0.626130825827563,0.0754199407715709,0.661985870676305
"CDK1","CDK1","red",-0.104497953435679,0.544166507458765,-0.18915698312762,0.269203129353422,-0.00673516998129314,0.968902166255125,-0.159043568541588,0.354186278010676,-0.0754421348870036,0.66189231406088,0.411375444363432,0.0126809134256549,0.195928144754127,0.252116731092757,-0.417273892248708,0.0113423220174315,-0.0726389339277654,0.673748347463605,0.120254391383242,0.484799518127626,-0.0542202374043083,0.753466823991164,-0.000837482307053709,0.996132229876809
"FGF2","FGF2","red",-0.104345272981622,0.544758186370264,-0.163680020646527,0.340147001129608,-0.26575722529523,0.117210545292031,-0.25583200294955,0.132064809217808,0.156556536342756,0.361858966850776,0.365931222584321,0.0281737340902737,0.0879284976950014,0.610092353688981,-0.252010110647272,0.138141321626548,0.180917353379576,0.290995943180287,0.0852807541222289,0.620932748899697,-0.0395418699690549,0.818894081131188,0.0927295963348248,0.590643783363011
"BAK1","BAK1","red",-0.101036007752086,0.557656948450168,-0.103625398507859,0.547552003412074,0.0602150059199491,0.727197201479587,-0.531291788980492,0.000855618116625741,0.323522551254232,0.0542607024639059,0.592831145111786,0.000139019568915025,0.520662575756271,0.0011319880854422,-0.0680620657526824,0.693272346256327,0.00830991061044454,0.961636072318828,-0.551845253576426,0.000484836665559481,0.151600391865608,0.37744276630542,0.445908872327198,0.00641659997524328
