"","substanceBXH","moduleColor","GS.weight","p.GS.weight","MM.green","p.MM.green","MM.purple","p.MM.purple","MM.magenta","p.MM.magenta","MM.black","p.MM.black","MM.red","p.MM.red","MM.blue","p.MM.blue","MM.grey","p.MM.grey","MM.yellow","p.MM.yellow","MM.brown","p.MM.brown","MM.pink","p.MM.pink","MM.turquoise","p.MM.turquoise"
"SATB1","SATB1","blue",-0.0101668090915491,0.953072011784636,-0.0296422911106034,0.863740595571965,-0.0564807144404372,0.743527364450414,0.0340313301026711,0.843797223731209,-0.128611910836447,0.454731171323446,0.20184432817992,0.237791952436542,0.344847550139425,0.0394249389874942,-0.0887186339161806,0.606873001244037,0.102639782909793,0.551388096633035,-0.00133148732556429,0.99385078654835,-0.245081158817938,0.149678393299957,-0.12933108326116,0.452191573045694
"ARIH2","ARIH2","blue",-0.00931598224824525,0.956995460458514,0.121012063291283,0.482031911344617,-0.0369939625272729,0.830388401630505,-0.13161383345579,0.444181493852882,0.413978005025056,0.0120746911238935,0.22438094777233,0.188300977833563,0.64473442339219,2.19298045085484e-05,-0.0561434373378399,0.745007848438185,0.0542523506152845,0.75332534235057,-0.545605150180457,0.000578314823576986,0.0709631065622245,0.680873572429397,0.584381136975381,0.000182337788041117
"ZBTB18","ZBTB18","blue",-0.00919631285220814,0.957547378211586,-0.132092955237979,0.442510155125211,0.00504905196112772,0.976684891899295,-0.376163085691661,0.0237536011417188,0.261335607750002,0.123665128010926,0.348613378955779,0.0371844356962181,0.430662372830357,0.00874173594767237,-0.363878098936071,0.0291375004907918,0.120879598359118,0.482515183506429,-0.360697255794753,0.0306840039964207,-0.158986842940278,0.354360179051355,0.281019887719059,0.0968619172823495
"STK17A","STK17A","blue",-0.00899666688791215,0.958468192708464,0.080807807562952,0.639424768424217,-0.0887536942818988,0.606730318442404,-0.213857061334749,0.210421359603945,0.374411836594413,0.0244664902222889,0.578376306132692,0.000220108386962523,0.759369860091488,7.90876415033861e-08,-0.107030998274414,0.534395038276876,-0.0294987582565446,0.864394266582306,-0.363339039590264,0.0293949835307723,0.176184076876063,0.30401300168234,0.582089941840791,0.000196002317409206
"SIRT3","SIRT3","blue",-0.00876336721553289,0.959544293065336,0.254662512616229,0.133902813314068,0.0531189908332065,0.75832335786454,-0.129941195880333,0.450043112496741,0.0727112023891016,0.673441701389079,0.278777529425742,0.0996693127370261,0.608677209231319,8.186316689412e-05,0.222032875272722,0.193088210453785,-0.0518352883324395,0.763996034658128,-0.620653440880626,5.38197615603896e-05,0.250542684642831,0.140528256850708,0.450425410195797,0.00583929022776029
"CASP8AP2","CASP8AP2","blue",-0.00773914387705589,0.964269355950077,0.179456872781739,0.294973644614033,-0.153827508283801,0.370391706400017,-0.15963255236442,0.352383701834613,0.26841537035467,0.113453766421688,0.554866051938678,0.000444618200026174,0.692923364307781,2.81907728261467e-06,-0.0968127275272376,0.574321513429229,0.0978031490047142,0.570393286324703,-0.399648109909167,0.0157414460233751,0.256897973191554,0.130405822271699,0.395934769093065,0.0168311894915564
"FEM1B","FEM1B","blue",0.00709251071235657,0.967253104494006,0.235281718113511,0.167171191755287,-0.0389842435251464,0.821406601051532,-0.344050766642896,0.0399127374667489,0.498090009381581,0.00199215128311807,0.597956312193126,0.000117493384511755,0.779396297605911,2.13703343256817e-08,-0.0940332465733194,0.58541033589329,0.0693782241555325,0.687637251742487,-0.634249326098096,3.27235671006039e-05,0.250905905032692,0.13993463656582,0.839277559985993,1.60870090824494e-10
"F7","F7","blue",-0.00669166616277991,0.969102937184874,-0.0741315489436795,0.667425529448484,0.128253598175208,0.45599933148031,-0.0262638976852605,0.879149037536672,-0.239703181008655,0.159105354794358,0.115849387192287,0.50105149910817,-0.391476200175736,0.0182224800582036,-0.0892083548337057,0.604881315578942,0.0310618911082314,0.857280379481354,0.192827964548545,0.259847883886872,-0.0369465679341842,0.830602548355307,-0.0781536307848964,0.650500632779943
"CYC1","CYC1","blue",-0.00599631435119386,0.972312244337169,0.352135687016148,0.035183575885121,0.0572386815569771,0.740203563963403,-0.188266026884035,0.271506541209151,0.196540101986698,0.250608944847945,0.118349894682547,0.491792365548022,0.599175962074098,0.000112834770040234,-0.0107531685124617,0.950368737971855,0.000987287654044832,0.995440385913891,-0.66420583994461,1.00065617859927e-05,0.231364795546487,0.174558153041893,0.647093371134988,1.99997300480415e-05
"MECR","MECR","blue",0.00476108686096922,0.978014302877883,-0.143436957299181,0.403955872287566,0.0124085959352501,0.942739815509245,-0.102397539586759,0.552332854352098,-0.0295008340159444,0.864384812617398,-0.13546733040918,0.430836988934228,-0.254653858925591,0.133916483756581,-0.0847656051193132,0.623051134970093,0.185790635933015,0.277973717340836,0.00798431943714296,0.96313816925482,-0.282509088457512,0.0950311048861131,-0.135836092620333,0.429571739966722
"CREB1","CREB1","blue",0.0041282146654751,0.980936201540351,-0.0183338141779169,0.915479630067375,-0.106037838888014,0.538216145966645,-0.308707247009903,0.0669651939404716,0.192307779316157,0.261160297673154,0.576689778824955,0.000231907626987902,0.435527720690904,0.00793214721188339,0.316569135634832,0.0599604912604343,-0.138647709931095,0.419992937279966,-0.221631567265429,0.193914860332186,0.125657913095721,0.465242620532015,0.35460396348492,0.0338344484801166
"STK24","STK24","blue",0.00358385889942939,0.983449626785357,0.227556434321653,0.181960715757066,-0.0993874961989646,0.564134980117238,-0.0829213202764782,0.630659529603654,-0.00132578313077114,0.993877129759908,0.200949717261779,0.239922055332711,0.338354461151534,0.0435442105578389,-0.410589408117171,0.0128689875806896,0.0614886210852267,0.72165419253002,-0.107466456665574,0.532723778682583,0.214312011858263,0.209429507205863,0.422208653720252,0.0103163400795211
"CD47","CD47","blue",0.00319801584124481,0.985231256072501,0.261318711104535,0.123690291171303,-0.137041035028791,0.425451905187753,-0.264126269335083,0.119561301054842,0.519867377861777,0.00115552222923325,0.184641398709996,0.281009958706612,0.654671497602052,1.47965655188972e-05,-0.193268943165974,0.258738727375262,0.0639207091834387,0.711108196838261,-0.600170236337108,0.000109160735316712,0.31248050799772,0.0635271144218245,0.631235570823156,3.66138054274589e-05
"HOXA7","HOXA7","blue",-0.00161874065171603,0.992524197106805,0.133418558184675,0.437903954188921,-0.235748879570153,0.166305377836646,-0.366998717393503,0.0276830958737765,0.331554732945953,0.0482231455368933,0.535053057050791,0.000773222163066827,0.562551648826179,0.000355362761726998,0.226799237346544,0.18345863665067,0.00383203953383053,0.982303694500517,-0.3977899091572,0.0162791182348074,0.282865385064006,0.0945970269015556,0.547303481593049,0.000551407701444534
"CTBP1","CTBP1","blue",-0.000860489526047877,0.996025975762459,0.375772454144602,0.0239111077826769,0.0450718949005088,0.794077126237152,0.0738526524884792,0.668605257894594,0.274824512275625,0.104768797998571,0.165641945020998,0.33431033003802,0.654548875236535,1.48698716255019e-05,0.282225560501973,0.0953776158485205,-0.0996640944271225,0.563045640788915,-0.584333959625265,0.000182610302614877,0.355364032543221,0.0334276161573734,0.554951283618279,0.000443527884737325
"SIAH1","SIAH1","blue",-0.000694780971021068,0.996791268074537,0.0225751470232211,0.896022855218019,-0.0272255420730519,0.874758390133049,-0.126310563553428,0.462909203468378,-0.0159238237765332,0.926557584898212,0.564505638177649,0.000335390085619125,0.457701456921668,0.0050032004412888,0.0711330854149202,0.680149608779693,-0.0808821629860477,0.639115572293113,-0.190156664745124,0.266633921236641,0.123665632718771,0.472404073233329,0.138720675711598,0.419745959876524
"EVA1A","EVA1A","brown",-0.455814515945778,0.00520943197951659,-0.252352711054711,0.137588365430056,0.476069014849684,0.00333655425354004,-0.354283960809161,0.0340069370397319,0.265872139233692,0.117046232058535,0.167087536929048,0.330049448245344,0.2001871800034,0.241747796313687,0.0335003604849488,0.846205072359639,-0.234289075991591,0.169021634004476,-0.396078363510266,0.0167879043232271,0.431420260094545,0.00861117295981358,0.0130630810025857,0.939725012431143
"PRKCB","PRKCB","brown",0.423222271100216,0.0101156655200797,0.234593817735052,0.168451993116815,-0.385066712913816,0.020389991045364,0.684612914260706,4.12692673355652e-06,-0.4859598504343,0.00265775040077243,-0.571214405588265,0.000274218797372503,-0.676126989969911,6.01471338895047e-06,0.0624716519872018,0.717385369291584,0.184003673652393,0.282704044667453,0.81739334638386,1.17809762095277e-09,-0.21876188120777,0.199898455943287,-0.49348447007541,0.00222530833716338
"SPN","SPN","brown",0.420551092238523,0.0106517887252576,0.189072395632096,0.269421263492734,-0.363527577254326,0.0293047163657371,0.622402387935488,5.05490108986495e-05,-0.483632508637216,0.00280556426051002,-0.528583265406691,0.000919672816287819,-0.628139110105575,4.10426449227452e-05,0.0656366584793719,0.703699027560036,0.150791071214591,0.380024519676465,0.759175804548871,8.00473682017262e-08,-0.188872302886427,0.269937723429893,-0.55744019993028,0.000412720663487034
"RASSF4","RASSF4","brown",-0.391852212947564,0.0181015498202076,-0.0814462993516575,0.636771647971036,0.477755164764251,0.00321116256126435,-0.219986859584411,0.197328690833566,0.499972011538479,0.00190321590331176,0.297876988318551,0.0776497831865834,0.639437633912039,2.68939683631889e-05,0.401442937660501,0.0152363488631441,-0.34684167962594,0.0382252697831708,-0.64237780601511,2.40253540151203e-05,0.397455647437504,0.0163774536185007,0.404549651677672,0.0143942620524194
"SPOCK1","SPOCK1","brown",-0.387117301404072,0.0196743374108889,-0.0910726377123206,0.597325073565044,0.258055365838242,0.128622093006187,-0.338623721625128,0.0433667552794971,0.215072835601493,0.207778045094663,0.386642516365416,0.0198381452911223,0.302982507357761,0.0724587835865534,-0.0741323447907334,0.667422164147022,-0.0350446139457134,0.839206054364325,-0.344714213071283,0.0395062308308663,0.14687363594758,0.392667043968898,0.161295196157479,0.347325202023816
"PARG","PARG","brown",-0.372698698267784,0.0251809028334956,-0.265682055206307,0.117318123078767,0.29009394758958,0.0861141628324922,-0.35326734308639,0.0345596845848885,0.278550380895235,0.0999571198559832,0.426664227944505,0.00945880763264169,0.509622223576982,0.00149969044973318,0.0575964486484982,0.738636304990155,0.0398774902391162,0.817382717476978,-0.43724391495737,0.00766230233136577,0.041605889736113,0.809609774612051,0.0610646471060046,0.723497872082744
"FUT7","FUT7","brown",0.359859482729041,0.0311023309989466,0.315230816384999,0.0611100437250043,-0.374213430943126,0.0245483607473419,0.495268440590639,0.00213230630799014,-0.349714112243725,0.0365494650357032,-0.536864573246839,0.000736108314472148,-0.454117406282243,0.00540113733993726,0.148810374228951,0.386386566999379,0.31277974710526,0.0632605323774665,0.442764014007684,0.00684694599574896,-0.219327780613392,0.198708424399412,-0.2426964945773,0.153806896069881
"E2F1","E2F1","brown",0.359845227337123,0.0311094894054617,0.149561304200788,0.383967290108452,-0.207728131117722,0.224100374570247,0.453214346709745,0.00550560306733798,-0.457737406044125,0.00499934083763401,-0.450697472048161,0.00580599063996973,-0.626993270217755,4.28007220174381e-05,-0.169961882836463,0.321677606140044,0.15753919308223,0.358815586853785,0.685171358690431,4.02413059774597e-06,-0.342518416776165,0.0408645973793905,-0.366278949287379,0.0280131335567954
"DUSP1","DUSP1","brown",-0.353212885796063,0.0345894992332953,0.0598549018487581,0.728766931066579,0.322377397400429,0.0551684801189831,-0.19113231639499,0.264142056626576,0.166494955486938,0.331792003006086,0.537416960620049,0.000725109792963206,0.374101971767659,0.0245944528279812,0.0568673129931655,0.741831496660973,-0.041488449338705,0.810137367751468,-0.42609314830539,0.00956520883549599,0.309419870586424,0.0663049128765654,0.305373074728012,0.0701234091734439
"DPYSL4","DPYSL4","brown",0.343921636076962,0.0399922508576617,0.0805307182667967,0.640577530362662,-0.152603538501733,0.374257075482485,0.513744290719299,0.00135166756248035,-0.572715999378013,0.000261977779159927,-0.520320007828742,0.00114207413871596,-0.65255069771655,1.611191476337e-05,-0.0954736586825135,0.579651910703748,0.202574325936405,0.236063278773248,0.758282879729001,8.46035496339618e-08,-0.442433522915244,0.0068935756923113,-0.620338429572809,5.44287996989802e-05
"FABP3","FABP3","brown",-0.3290730221759,0.0500280542572864,-0.137735995769874,0.423085811244799,0.0334903482442541,0.846250489262412,-0.600692884174342,0.000107272951370351,0.440992771516837,0.0071000496143176,0.331805267258413,0.0480438773089254,0.419812384255034,0.0108042412184354,-0.055092202413798,0.749628016584466,-0.0470096252041704,0.785426794695238,-0.619234570000138,5.66124630762824e-05,0.199956592667631,0.242301724741032,0.480064814810915,0.00304606660452047
"CDH17","CDH17","brown",-0.306542424699418,0.0690027499795388,-0.344375457395023,0.0397133717542141,0.166645602468266,0.331348470624426,0.203762579368621,0.233267625805116,-0.275405818059122,0.104006742870339,0.028334994923178,0.869697462825597,-0.374302126969138,0.0245117330654585,-0.021973927723302,0.89877753328847,0.0102934149497235,0.952488280226028,0.671835744152986,7.24335971160184e-06,-0.221811248685031,0.193544430362672,-0.567181326536564,0.000309667358444681
"SHF","SHF","brown",0.298034459201948,0.0774854682567477,0.216728296272858,0.204215884469619,-0.191897940537571,0.26219738782873,0.420392180910717,0.0106844292995426,-0.15167437047722,0.37720728889511,-0.368603200152803,0.0269589003323898,-0.197212994041776,0.248957976526277,0.0571778839285,0.740470000832762,0.12668272396553,0.461581416344943,0.335127144774078,0.0457170880776925,-0.196388327655727,0.250982335938893,-0.136282309897063,0.428043497996597
"SGK1","SGK1","brown",-0.294947726169532,0.0807560375478757,0.00407598496621515,0.981177351522014,0.341314360543998,0.0416253452586431,-0.412156133590677,0.0124964229618749,0.367820726202021,0.0273101003675142,0.267967535618831,0.114080266846521,0.295590201176168,0.080066628329787,0.147517219871495,0.390573497604267,-0.402937118968821,0.0148263168254727,-0.536792858485893,0.000737547009439615,0.399931993935138,0.0156606322607697,0.461305034833619,0.00462886750185397
"RET","RET","brown",0.293791924079441,0.0820078522978933,-0.11568814195669,0.50165158628514,0.00437682098754855,0.979788383331759,0.392294943303329,0.0179600232794799,-0.341095923901932,0.0417645771715418,-0.161203746082683,0.347602281323873,-0.474365310849272,0.00346755292216619,0.172317884295876,0.314915186771926,0.00852875342068959,0.960626525846371,0.598986707122358,0.000113546579376161,-0.494073289419843,0.00219422724900288,-0.462368450148688,0.00452313654628041
"ADGRB1","ADGRB1","brown",0.291087230229593,0.0849959419021839,0.0890900379581768,0.605362251553056,-0.161452034752763,0.346850318376566,0.653124783053882,1.57457523112239e-05,-0.445509869441517,0.00646987945006514,-0.598873089907565,0.000113975845229606,-0.716566598925535,8.86855976246363e-07,0.0469533208071443,0.785677795082322,0.0291359187554763,0.866047088620663,0.777332122887988,2.46069046935576e-08,-0.243873885450355,0.151758301736299,-0.582781782677979,0.000191782556756855
"BNIPL","BNIPL","brown",-0.28961299922382,0.086659667992521,-0.305186102846539,0.0703039106144819,0.176875308497191,0.302089362546976,-0.28447187450091,0.0926586530957146,0.268705492626451,0.11304928222237,0.496085781385016,0.00209084540641642,0.303583165628929,0.0718663529160952,-0.115212938943813,0.503422203900189,0.0132041243369883,0.939075420687992,-0.376489985799638,0.0236224530489999,0.0867487594027998,0.614912536059038,0.105798676458315,0.539138257899811
"IL2RA","IL2RA","brown",-0.287373115102548,0.0892353796953864,-0.249571838621759,0.142124010184288,0.121324220205844,0.480894063432594,0.0100441346665916,0.953637639938035,-0.0730285035175155,0.672095958397376,0.173357613954811,0.311959453122903,0.00639069165104698,0.970491990717496,-0.34177692725505,0.0413317429366405,0.160744396137918,0.348996069335413,0.340165677079573,0.0423617390690484,-0.0663624723633522,0.70057311130718,-0.263540913350434,0.120413539695506
"SOX21","SOX21","brown",0.286404456757106,0.0903673389187687,0.102367959784823,0.552448268614911,-0.100297748451869,0.560553752522085,0.544160902198619,0.000602107681139356,-0.522447990866879,0.00108068260901844,-0.503338269753572,0.00175279202275399,-0.51598425224943,0.0012767544662259,-0.207628998579633,0.224326498789165,0.00137882212159294,0.993632184420027,0.72550116283365,5.55695138295051e-07,-0.230078777590664,0.177033451165432,-0.513728659746967,0.00135220363574651
"RGN","RGN","brown",-0.285132321394596,0.0918706562192881,0.00266464157627667,0.98769422437387,0.254034111595253,0.134898196415596,-0.28188562008884,0.0957943435309051,0.47478181524907,0.00343512186867018,0.214625370763146,0.208748226850324,0.522908475039483,0.00106778785243634,0.0497417364540173,0.77327331855924,-0.180963915830774,0.290869697181192,-0.649990125278329,1.78412322278242e-05,0.373199883582417,0.0249701370089903,0.532299356027389,0.000832817284981195
"NTSR1","NTSR1","brown",0.283515161442037,0.0938093099939569,0.107880207720281,0.531138174274217,-0.104075869739637,0.545802942107199,0.389703605323984,0.0188017020559855,-0.332759957031947,0.0473656500290301,-0.198823524755148,0.245036020818656,-0.557436893811339,0.000412760287382786,0.168485054737778,0.325962344733512,-0.0489482053313119,0.776797920140467,0.636754963476014,2.97787372003531e-05,-0.144684458457225,0.399836796370022,-0.333782107276854,0.0466480415966193
"IRF1","IRF1","brown",0.275068321171159,0.104448666200715,0.208727756405454,0.221828895041156,-0.249941638779597,0.141514620271308,0.305220481390212,0.070270694508655,-0.453843289358744,0.00543266500646196,-0.331877380088404,0.0479923766534738,-0.371682103150884,0.0256129334977355,0.119006862766152,0.489374314476586,0.213331817896761,0.211570491296827,0.44853289587036,0.00607550923605515,-0.0504877032629565,0.769964047767181,-0.218601668898168,0.200236267782742
"PDE7A","PDE7A","brown",-0.272813567060761,0.107437696173422,-0.0261167266966264,0.879821303077823,0.261968589963629,0.122725212120241,-0.230914785684683,0.175421498904788,0.250675301664443,0.140311303526434,0.131575182437395,0.444316471501251,0.523958232609351,0.00103889846181068,-0.152723342254811,0.373877679717327,-0.112487532365162,0.513637668789989,-0.566122746942232,0.000319625348300996,0.174571272758221,0.308531442521015,0.193639395056689,0.257809386128831
"FASN","FASN","brown",0.262619655056601,0.121764015514328,0.213258069698807,0.211732184334112,0.10287216338723,0.550482517991541,0.468204760381524,0.00397925194288216,-0.42997666923187,0.00886131510047046,-0.404255536658119,0.0144722656908497,-0.457871898822015,0.00498492408018968,0.118369425168596,0.491720393006676,-0.0350743995253952,0.839071174754904,0.43344848920966,0.00826992187488147,-0.215894634348643,0.206004386768749,-0.189632695462473,0.267978519660507
"TLR9","TLR9","brown",0.262577861447835,0.121825547945125,0.0600842346356224,0.727767120500873,0.00552154694970369,0.974503721451687,0.583061416923062,0.000190100224958258,-0.55969156725334,0.000386512069183877,-0.593070386988339,0.000137940837475335,-0.511675486413558,0.00142426655001308,-0.00895118173003871,0.958677988480613,0.0437568930611207,0.799961377667346,0.632013723617009,3.55711622582875e-05,-0.412706883893681,0.0123676404759111,-0.584606004852624,0.000181043871169732
"JAZF1","JAZF1","brown",-0.262385155162195,0.12210956837372,-0.141237395009,0.411277306403316,-0.061380068117834,0.722126095854709,-0.410205927197806,0.0129615944709641,0.333869799907924,0.0465868855061962,0.285498874257493,0.0914355365634679,0.222184120443184,0.19277730465675,-0.030303768107207,0.860729283741067,0.103130971369335,0.549474776132881,-0.439410245709334,0.00733292756699676,0.164667411059333,0.337201789746773,0.199366820238663,0.243722382433335
"AATK","AATK","brown",0.256181482233099,0.131519197503026,-0.00249299133185556,0.988486880528604,0.0471354311268549,0.784866039225619,0.601900088404456,0.000103024432607307,-0.586739341783109,0.000169172009721931,-0.700069796750139,2.01071625926987e-06,-0.767428822438485,4.74423230258377e-08,0.0341284159164867,0.843357107665644,0.0549274655729044,0.750352816455398,0.736874447715037,2.9840150151561e-07,-0.430684933232693,0.00873782516873528,-0.673071145665623,6.86807032601944e-06
"GALR2","GALR2","brown",0.256070428123221,0.131692395475455,-0.0407216924990361,0.813583987033345,-0.191874184015261,0.26225758650179,0.350908514174757,0.035870468567883,-0.310627241593188,0.0651979238155691,-0.259174850262279,0.12691407539555,-0.319906768990074,0.0571681501752251,0.138165441510527,0.421627387691714,-0.0119939063445027,0.944650439108807,0.558392443835981,0.000401448114120623,-0.271525396908254,0.10917415735486,-0.332503075446523,0.04754738232031
"TNFSF14","TNFSF14","brown",0.255697398509731,0.132275401576567,0.0866261896275014,0.615414248906075,-0.316892808752607,0.0596850595089398,0.369906326402365,0.0263822809675682,-0.415568120563428,0.0117165105590112,-0.38107651073932,0.0218447707571534,-0.510461415118985,0.00146844974585284,0.0311171833460711,0.857028941307493,0.0601640781684973,0.727419134420527,0.524000405584141,0.00103775242331722,-0.0998856998548591,0.56217358201284,-0.419469500842898,0.0108756313337068
"AQP4","AQP4","brown",-0.252842443783935,0.136800770303027,-0.209786038194314,0.219441347740148,-0.00750830765867382,0.965334446862372,-0.550702201231593,0.000500879639142715,0.344463289755497,0.0396595800656213,0.414079411516745,0.0120515755068296,0.538141613274838,0.000710902351304465,-0.0435628206589458,0.800830722830071,-0.0310887401049539,0.857158283531244,-0.541929742576359,0.000640575134860483,-0.0109125084132814,0.949634231403005,0.307761287283162,0.0678496445129195
"TRIM13","TRIM13","brown",-0.249799797065258,0.141748132710806,-0.285848534956176,0.091021944714542,0.204721726305269,0.231027419410756,-0.509552514228496,0.00150231162528866,0.321676745664915,0.0557298289766142,0.366309630035925,0.0279989996386196,0.433603660572442,0.00824429671116015,-0.0668545384147224,0.698456641751289,-0.340277632212987,0.0422895077268159,-0.500963449323481,0.00185777967285295,0.0887694657852888,0.606666138889988,0.33768809100364,0.0439858987762415
"ZIC1","ZIC1","brown",0.24924679388733,0.142661235403896,-0.0944566665317547,0.583714972038627,-0.162749076443395,0.342938216429583,0.349154709907691,0.0368710512815222,-0.515310167076173,0.00129890396150489,-0.468489220121732,0.00395425888010727,-0.621377642837073,5.24428932265842e-05,-0.240137716259638,0.158328110242279,0.18152665491446,0.289346710336356,0.766806447092157,4.93876601830849e-08,-0.674407147159617,6.48225208468538e-06,-0.559703786749161,0.000386373966423162
"WNT3A","WNT3A","brown",0.248146796478582,0.144490324439677,0.157128916081834,0.360084379333052,-0.00181846853334113,0.991601827918238,0.508808352946212,0.00153054523169883,-0.535838956331234,0.000756922034716297,-0.481788946322053,0.00292768901666647,-0.61043540426434,7.70566027894281e-05,0.106281720075979,0.537276619506807,0.0112868606635344,0.947908747744896,0.701375757324619,1.88831496488254e-06,-0.299616922245172,0.075849205078086,-0.49242946683869,0.00228196115511442
"PTK6","PTK6","brown",0.247781663353792,0.145101249751016,0.0251725210116293,0.884136309454596,-0.0564438812855056,0.743689000318568,0.52918913795367,0.000904987381015849,-0.360605704808611,0.030729492608247,-0.523059879648009,0.00106357790434912,-0.623904546133435,4.78844442884069e-05,0.0368556219285768,0.831013510498957,0.134459624421459,0.434305008186425,0.778508237669685,2.27112061397527e-08,-0.386512261923709,0.0198832832101716,-0.500848656168661,0.00186299132851691
"UNC5C","UNC5C","brown",-0.247050055084358,0.14633102779219,-0.40628425456995,0.0139413850316051,0.169518380919314,0.322960637012826,0.211553737696929,0.21549271803067,-0.204489500895201,0.231568466238539,-0.154411800143909,0.368554860355907,-0.358733719819927,0.0316718085636457,-0.22967605034043,0.177813720799539,-0.105330291618247,0.540946344439796,0.689454226849674,3.31023749215189e-06,-0.210036530242478,0.218878811147949,-0.665462245781257,9.49399855151325e-06
"USP18","USP18","brown",-0.24663140576181,0.147038162309259,-0.293445102771395,0.0823864003711194,0.0269970084910378,0.87580149340246,-0.360778101492162,0.0306438803999916,0.184932065385973,0.280240004974615,0.203874297996934,0.23300593892985,0.178671172754211,0.297127865493,-0.169162403947534,0.323992764258996,-0.136029153328418,0.42891015836787,-0.344094682012193,0.0398857253561538,0.00541765818542364,0.974983286284139,0.0459445151016759,0.790178552030673
"IKBKE","IKBKE","brown",0.243881612292114,0.151744923337465,0.0951231666647923,0.581050756000556,-0.070501654265639,0.682840376956913,0.591833630439139,0.00014359949478099,-0.150156139924971,0.382057203702456,-0.303001204285695,0.0724402853744704,-0.317142953014558,0.0594728849250835,0.223548815602363,0.189987859084613,0.0376052222174794,0.827627582252958,0.541109594550968,0.000655254310486868,-0.0230269432518126,0.893953592494988,-0.358854845348232,0.0316101291967202
"BIRC7","BIRC7","brown",0.243079065140484,0.153139055110094,0.185572017739564,0.278549648963838,-0.200507585389636,0.240979516418431,0.398823087163091,0.0159782970857179,-0.139624514706533,0.416693377960421,-0.302404882780999,0.0730320905070506,-0.260483051477518,0.124939556534493,0.367300943950041,0.0275454726572041,0.251349222270898,0.13921261130971,0.383531260576271,0.0209399445977688,-0.199629685579857,0.24308849748722,-0.142530180186342,0.406965087007257
"GLI1","GLI1","brown",0.241101783724949,0.156613512049454,-0.0308246683870132,0.85835929242813,-0.131622182181158,0.444152341248903,0.358807177178197,0.0316343909655379,-0.468160850848875,0.00398312207324352,-0.488491375249714,0.00250472614039438,-0.717518908158435,8.44459599750707e-07,-0.113367798959647,0.510326996808278,-0.0152469664701231,0.929671418618504,0.658114489687777,1.28677496030071e-05,-0.187419677610329,0.273706534005602,-0.589477616909457,0.000154959505018881
"FCER2","FCER2","brown",0.238207541898882,0.161801648609477,-0.00369150726627917,0.982952574441783,-0.275495305372105,0.103889805164533,0.36891010495267,0.0268221717003316,-0.175926372110706,0.304732156184522,-0.317171486523448,0.0594487205682744,-0.499377042224424,0.00193094768229623,-0.0516646873372928,0.764750838573961,0.30880520571863,0.0668741251443739,0.640540319870099,2.57835931758526e-05,-0.252858475402593,0.136775044298803,-0.322010962136816,0.0554614970202401
"PDE4A","PDE4A","brown",0.237289031673611,0.163473751258292,-0.100740705805119,0.558814827822686,-0.15077303201407,0.380082183021424,0.385230868760259,0.020331913746488,-0.511744140352502,0.00142180337659376,-0.395893510849719,0.0168436436791698,-0.665031317960111,9.66703970202103e-06,0.0513953936097527,0.765942731025185,0.161636268846833,0.346292989724843,0.724001742038054,6.01797516710343e-07,-0.62661422396191,4.33971258016369e-05,-0.595547944265183,0.000127203942871016
"UNC13A","UNC13A","brown",0.224441882645616,0.188177867926015,-0.159313175710121,0.353360459974908,0.0165972472246358,0.923460614212803,0.513889412165892,0.00134669946402224,-0.574707533864255,0.000246497526999951,-0.475617244882886,0.00337086489756845,-0.767053911379943,4.86055108716557e-08,-0.0660258009924375,0.702022480249064,-0.0898090241719992,0.602442235823391,0.850191824850822,5.31818941734736e-11,-0.369815541599229,0.0264221197431439,-0.798669862298599,5.30460321229223e-09
"MUC2","MUC2","brown",0.222380343651207,0.192374463960655,-0.0491494400335985,0.775903683974326,-0.256196781485524,0.131495350287787,0.416394362854052,0.0115339759048379,-0.45345030515022,0.00547814084593509,-0.418944129181827,0.0109857927529518,-0.732717602666611,3.75892128665061e-07,-0.138760514233086,0.419611147321685,0.339977974248769,0.0424830649555048,0.883443196747943,9.74604777109199e-13,-0.449772526420777,0.00591987248202273,-0.659226198277014,1.229567714356e-05
"TP73","TP73","brown",0.219512947251064,0.198320113163935,0.0913104495630467,0.596364139201203,-0.045411355818503,0.792559939191728,0.663809256731891,1.01735099547737e-05,-0.602785173875629,0.00010000646862331,-0.536662557352783,0.000740167405594955,-0.705444363559322,1.5494079677526e-06,-0.0121437244320953,0.943960137831676,0.119375793484033,0.488019106026438,0.869526177110713,5.93260806408318e-12,-0.282722155833079,0.0947713410523521,-0.637494198944802,2.89570466503262e-05
"TERT","TERT","brown",0.218708088498761,0.200011834921608,0.14840057221721,0.387710568441634,-0.140599730885311,0.4134138031026,0.586817318041286,0.000168751632960828,-0.474551362788914,0.0034530332923505,-0.548766042002078,0.000529133950791084,-0.530681821056799,0.000869688340603385,0.0866317616177326,0.615391437441475,0.100836956344758,0.558437306818805,0.732592758257465,3.78482720693344e-07,-0.153207524123156,0.372346684424234,-0.465264048405884,0.0042457579055657
"CRADD","CRADD","brown",-0.217508057524226,0.202552809613791,-0.10715332567244,0.533925298917196,0.172251883377205,0.315103404897129,-0.500143665927761,0.00189528018861611,0.352299786131,0.035092541842961,0.254155277271012,0.134705847082291,0.581445600465569,0.000200007030185393,-0.0300086458216206,0.862072563848419,-0.150855060238911,0.379820016491249,-0.698695852948225,2.14729878917524e-06,0.0892894737720213,0.60455167685293,0.520734744145416,0.00112987331810034
